Date;spy us equity;;iev us equity;;EWJ us equity;;EPP us equity;;EEMA us equity;;ILF us equity;;RSX us equity;;SHY us equity;;IEF us equity;;TLT us equity;;JNK us equity;;AGG us equity;;EMB us equity
#¿NOMBRE?;-0,738;#¿NOMBRE?;-1,9287;#¿NOMBRE?;-1,2308;#¿NOMBRE?;-2,2505;#¿NOMBRE?;-2,2002;#¿NOMBRE?;-2,0483;#¿NOMBRE?;-2,5698;#¿NOMBRE?;0,0237;#¿NOMBRE?;0,5638;#¿NOMBRE?;1,2988;#¿NOMBRE?;-0,5292;#¿NOMBRE?;0,136;#¿NOMBRE?;-0,3054
13/04/2012;-1,1888;13/04/2012;-2,6338;13/04/2012;-1,0687;13/04/2012;-1,1954;15/05/2012;-0,673;13/04/2012;-2,006;13/04/2012;-0,6428;13/04/2012;0,0118;13/04/2012;0,6029;13/04/2012;1,6177;13/04/2012;-0,3316;13/04/2012;0,309;13/04/2012;-0,0354
16/04/2012;-0,0656;16/04/2012;1,0535;16/04/2012;0,2058;16/04/2012;0,2094;16/05/2012;-2,6305;16/04/2012;-0,5226;16/04/2012;-1,6257;16/04/2012;0;16/04/2012;-0,0285;16/04/2012;-0,1455;16/04/2012;0,1536;16/04/2012;0,0181;16/04/2012;0,0177
17/04/2012;1,4827;17/04/2012;2,0851;17/04/2012;0,616;17/04/2012;1,2073;17/05/2012;0;17/04/2012;0,7224;17/04/2012;0,8094;17/04/2012;0;17/04/2012;-0,1047;17/04/2012;-0,06;17/04/2012;0,4983;17/04/2012;0,0181;17/04/2012;0,2568
18/04/2012;-0,3394;18/04/2012;-0,8004;18/04/2012;-0,2041;18/04/2012;-0,2524;18/05/2012;-2,063;18/04/2012;-0,6955;18/04/2012;-0,9033;18/04/2012;0,0237;18/04/2012;0,2;18/04/2012;0,2916;18/04/2012;-0,0127;18/04/2012;0,1268;18/04/2012;-0,0177
19/04/2012;-0,6421;19/04/2012;-0,5287;19/04/2012;-0,6646;19/04/2012;0,092;21/05/2012;2,2925;19/04/2012;-0,0438;19/04/2012;1,2154;19/04/2012;0,0118;19/04/2012;0,1141;19/04/2012;0,0941;19/04/2012;-0,2798;19/04/2012;-0,0724;19/04/2012;0,0088
20/04/2012;0,167;20/04/2012;1,2587;20/04/2012;0,2573;20/04/2012;0,5055;22/05/2012;0,4311;20/04/2012;0,9853;20/04/2012;1,1674;20/04/2012;0;20/04/2012;0,0095;20/04/2012;0,0171;20/04/2012;0,204;20/04/2012;0,0181;20/04/2012;0,371
23/04/2012;-0,8409;23/04/2012;-2,2376;23/04/2012;-1,1294;23/04/2012;-1,5546;23/05/2012;-2,2061;23/04/2012;-1,2576;23/04/2012;-2,3079;23/04/2012;0,0237;23/04/2012;0,1994;23/04/2012;0,7261;23/04/2012;-0,0764;23/04/2012;0,0996;23/04/2012;-0,2552
24/04/2012;0,3801;24/04/2012;0,7347;24/04/2012;0,6231;24/04/2012;0,7431;24/05/2012;-0,0738;24/04/2012;0,1098;24/04/2012;-0,2362;24/04/2012;-0,0355;24/04/2012;-0,2558;24/04/2012;-0,7039;24/04/2012;0,1783;24/04/2012;-0,1447;24/04/2012;0,1059
25/04/2012;1,3692;25/04/2012;1,655;25/04/2012;0,516;25/04/2012;1,314;25/05/2012;-0,791;25/04/2012;-0,2193;25/04/2012;0,795;25/04/2012;0,0237;25/04/2012;-0,1235;25/04/2012;-0,5124;25/04/2012;0,7628;25/04/2012;0,0453;25/04/2012;0,3173
26/04/2012;0,6969;26/04/2012;0,6623;26/04/2012;0,5133;26/04/2012;0,3868;29/05/2012;2,7906;26/04/2012;0,1099;26/04/2012;-0,1846;26/04/2012;0,0118;26/04/2012;0,3329;26/04/2012;0,6009;26/04/2012;0,1009;26/04/2012;0,1539;26/04/2012;0,0439
27/04/2012;0,1641;27/04/2012;0,5208;27/04/2012;-0,3064;27/04/2012;0,2947;30/05/2012;-0,6036;27/04/2012;0,8783;27/04/2012;0,5044;27/04/2012;-0,0237;27/04/2012;0,1043;27/04/2012;0,0853;27/04/2012;-0,1512;27/04/2012;-0,009;27/04/2012;0,079
30/04/2012;-0,3704;30/04/2012;-0,6272;30/04/2012;-0,2049;30/04/2012;-0,339;31/05/2012;0,5662;30/04/2012;-0,4354;30/04/2012;0,2007;30/04/2012;0,0237;30/04/2012;0,0852;30/04/2012;0,0256;30/04/2012;0,303;30/04/2012;-0,0362;30/04/2012;0,2808
01/05/2012;0,622;01/05/2012;0,7684;01/05/2012;-1,0267;01/05/2012;0,4762;01/06/2012;-2,8181;01/05/2012;0,7215;01/05/2012;0,3339;01/05/2012;-0,0028;01/05/2012;-0,1814;01/05/2012;-0,517;01/05/2012;0,343;01/05/2012;-0,0358;01/05/2012;0,0401
02/05/2012;-0,2949;02/05/2012;-1,0621;02/05/2012;-0,5705;02/05/2012;-0,0226;04/06/2012;-0,2522;02/05/2012;-0,6512;02/05/2012;-2,6622;02/05/2012;0,0118;02/05/2012;0,1899;02/05/2012;0,7043;02/05/2012;0,0757;02/05/2012;0,0997;02/05/2012;0,1756
03/05/2012;-0,7661;03/05/2012;-0,9083;03/05/2012;-0,7825;03/05/2012;-0,9029;05/06/2012;0,7162;03/05/2012;-0,5025;03/05/2012;-1,641;03/05/2012;-0,0118;03/05/2012;-0,0095;03/05/2012;-0,0256;03/05/2012;-0,1513;03/05/2012;0,1087;03/05/2012;0,3945
04/05/2012;-1,6158;04/05/2012;-1,7222;04/05/2012;-0,7361;04/05/2012;-1,8223;06/06/2012;3,0119;04/05/2012;-2,0202;04/05/2012;-3,8582;04/05/2012;0,0355;04/05/2012;0,398;04/05/2012;0,7848;04/05/2012;0,0202;04/05/2012;0,0995;04/05/2012;-0,0349
07/05/2012;0,073;07/05/2012;0,8197;07/05/2012;0,4237;07/05/2012;-0,3944;07/06/2012;0,8934;07/05/2012;1,0758;07/05/2012;-0,5423;07/05/2012;0;07/05/2012;-0,0283;07/05/2012;0,0169;07/05/2012;0,0556;07/05/2012;0,0361;07/05/2012;-0,0087
08/05/2012;-0,4012;08/05/2012;-1,3457;08/05/2012;-0,8439;08/05/2012;-1,5374;08/06/2012;-0,8452;08/05/2012;-2,7051;08/05/2012;-0,6543;08/05/2012;0,0118;08/05/2012;0,2266;08/05/2012;0,5332;08/05/2012;0;08/05/2012;0,0723;08/05/2012;-0,1747
09/05/2012;-0,5932;09/05/2012;-1,4777;09/05/2012;-0,8511;09/05/2012;-0,9463;11/06/2012;-0,203;09/05/2012;-1,3218;09/05/2012;-2,232;09/05/2012;-0,0118;09/05/2012;0,0848;09/05/2012;0,0673;09/05/2012;-0,3786;09/05/2012;0,0271;09/05/2012;-0,5075
10/05/2012;0,2063;10/05/2012;0,5192;10/05/2012;0,4292;10/05/2012;0,8598;12/06/2012;1,1186;10/05/2012;0,3464;10/05/2012;1,6841;10/05/2012;-0,0118;10/05/2012;-0,1412;10/05/2012;-0,2944;10/05/2012;0;10/05/2012;-0,0993;10/05/2012;0,0264
11/05/2012;-0,3014;11/05/2012;-0,4878;11/05/2012;-1,0791;11/05/2012;-0,9946;13/06/2012;-0,2215;11/05/2012;-1,1047;11/05/2012;-0,8097;11/05/2012;0,0118;11/05/2012;0,3299;11/05/2012;0,8269;11/05/2012;0,2027;11/05/2012;0,0723;11/05/2012;-0,3077
14/05/2012;-1,1061;14/05/2012;-2,0473;14/05/2012;-1,1232;14/05/2012;-1,2198;14/06/2012;-0,161;14/05/2012;-2,8625;14/05/2012;-3,7106;14/05/2012;-0,0118;14/05/2012;0,4416;14/05/2012;1,3975;14/05/2012;-0,8091;14/05/2012;0,2257;14/05/2012;-1,1642
15/05/2012;-0,5742;15/05/2012;-1,5602;15/05/2012;-1,2561;15/05/2012;-0,799;15/06/2012;1,1104;15/05/2012;-1,677;15/05/2012;-0,9249;15/05/2012;-0,0118;15/05/2012;0,0281;15/05/2012;0,4044;15/05/2012;-0,4333;15/05/2012;-0,054;15/05/2012;-0,3748
16/05/2012;-0,3832;16/05/2012;-0,6878;16/05/2012;-1,1062;16/05/2012;-2,0259;18/06/2012;1,2979;16/05/2012;-0,7066;16/05/2012;-0,3501;16/05/2012;-0,0118;16/05/2012;0,0748;16/05/2012;0,2877;16/05/2012;-0,9473;16/05/2012;-0,018;16/05/2012;-0,3852
17/05/2012;-1,4824;17/05/2012;-1,6561;17/05/2012;0,8949;17/05/2012;-1,7688;19/06/2012;1,1039;17/05/2012;-2,2577;17/05/2012;-4,84;17/05/2012;-0,0474;17/05/2012;0,3738;17/05/2012;1,7703;17/05/2012;-1,2923;17/05/2012;0,0631;17/05/2012;-0,6204
18/05/2012;-0,8559;18/05/2012;-0,2756;18/05/2012;-1,4412;18/05/2012;-1,192;20/06/2012;-0,039;18/05/2012;-0,5523;18/05/2012;-0,9024;18/05/2012;0,0101;18/05/2012;-0,0652;18/05/2012;0,0243;18/05/2012;0,0786;18/05/2012;-0,027;18/05/2012;-0,1719
21/05/2012;1,7188;21/05/2012;2,3948;21/05/2012;1,0124;21/05/2012;2,3614;21/06/2012;-3,5354;21/05/2012;2,5499;21/05/2012;4,3046;21/05/2012;0,0136;21/05/2012;-0,2608;21/05/2012;-0,2094;21/05/2012;0,6803;21/05/2012;-0,018;21/05/2012;0,5982
22/05/2012;0,1743;22/05/2012;-0,3298;22/05/2012;-0,1114;22/05/2012;-0,7021;22/06/2012;-0,6208;22/05/2012;-1,4771;22/05/2012;-1,0317;22/05/2012;-0,0355;22/05/2012;-0,2148;22/05/2012;-1,1134;22/05/2012;-0,078;22/05/2012;-0,2433;22/05/2012;0,2973
23/05/2012;0,053;23/05/2012;-1,0529;23/05/2012;-0,7804;23/05/2012;-1,1616;25/06/2012;-2,0833;23/05/2012;0,05;23/05/2012;-2,2454;23/05/2012;0,0474;23/05/2012;0,2621;23/05/2012;0,6935;23/05/2012;-0,078;23/05/2012;0,1174;23/05/2012;-0,6468
24/05/2012;0,1966;24/05/2012;-0,6385;24/05/2012;-0,4494;24/05/2012;-0,4088;26/06/2012;1,0685;24/05/2012;-0,4246;24/05/2012;-0,1231;24/05/2012;-0,0355;24/05/2012;-0,2147;24/05/2012;-0,3808;24/05/2012;0,0521;24/05/2012;-0,0812;24/05/2012;-0,1989
25/05/2012;-0,3245;25/05/2012;-0,153;25/05/2012;-0,5643;25/05/2012;-1,1801;27/06/2012;0,7463;25/05/2012;0,8277;25/05/2012;-1,0267;25/05/2012;0,0474;25/05/2012;0,29;25/05/2012;0,3742;25/05/2012;-0,1301;25/05/2012;0,1535;25/05/2012;0,1268
29/05/2012;1,2112;29/05/2012;0,95;29/05/2012;1,2486;29/05/2012;2,9855;28/06/2012;-0,3086;29/05/2012;1,4677;29/05/2012;3,3195;29/05/2012;-0,0237;29/05/2012;-0,084;29/05/2012;-0,3079;29/05/2012;0,8336;29/05/2012;-0,0541;29/05/2012;-0,0271
30/05/2012;-1,451;30/05/2012;-2,5804;30/05/2012;-1,3453;30/05/2012;-2,4704;29/06/2012;3,612;30/05/2012;-1,8877;30/05/2012;-3,012;30/05/2012;0,0474;30/05/2012;0,9523;30/05/2012;2,5362;30/05/2012;-0,4908;30/05/2012;0,3338;30/05/2012;-0,0091
31/05/2012;-0,2201;31/05/2012;0,1246;31/05/2012;1,0227;31/05/2012;0,5686;02/07/2012;-0,1992;31/05/2012;0,3748;31/05/2012;-0,911;31/05/2012;0,0355;31/05/2012;0,3884;31/05/2012;1,1574;31/05/2012;-1,0644;31/05/2012;0,2967;31/05/2012;0,181
01/06/2012;-2,5177;01/06/2012;-2,1164;01/06/2012;-2,6997;01/06/2012;-2,1331;03/07/2012;2,1756;01/06/2012;-2,3649;01/06/2012;-2,8834;01/06/2012;0,0093;01/06/2012;0,8574;01/06/2012;2,3688;01/06/2012;-0,743;01/06/2012;0,2495;01/06/2012;-1,571
04/06/2012;-0,0468;04/06/2012;0,6995;04/06/2012;1,1561;04/06/2012;0,6565;05/07/2012;-0,9084;04/06/2012;0,2805;04/06/2012;1,9363;04/06/2012;-0,0118;04/06/2012;-0,5763;04/06/2012;-0,7901;04/06/2012;0,1596;04/06/2012;-0,233;04/06/2012;1,0645
05/06/2012;0,7572;05/06/2012;0,3158;05/06/2012;1,2;05/06/2012;1,174;06/07/2012;-1,449;05/06/2012;0,3305;05/06/2012;-0,1688;05/06/2012;0,0237;05/06/2012;-0,3312;05/06/2012;-1,3377;05/06/2012;0,3718;05/06/2012;-0,2066;05/06/2012;0,5791
06/06/2012;2,2468;06/06/2012;3,368;06/06/2012;1,581;06/06/2012;2,9654;09/07/2012;-0,7789;06/06/2012;2,4835;06/06/2012;4,5877;06/06/2012;-0,0355;06/06/2012;-0,6555;06/06/2012;-1,9984;06/06/2012;0,8732;06/06/2012;-0,297;06/06/2012;1,1606
07/06/2012;0,0606;07/06/2012;0,1827;07/06/2012;-0,6115;07/06/2012;0,0501;10/07/2012;0,0189;07/06/2012;0,5687;07/06/2012;0,7884;07/06/2012;-0,0118;07/06/2012;0,2416;07/06/2012;0,1519;07/06/2012;0,3673;07/06/2012;0,1535;07/06/2012;0,1613
08/06/2012;0,7952;08/06/2012;0;08/06/2012;-0,8949;08/06/2012;-0,6258;11/07/2012;-0,3427;08/06/2012;-0,5409;08/06/2012;0,6418;08/06/2012;0;08/06/2012;0,0742;08/06/2012;-0,024;08/06/2012;0,2614;08/06/2012;-0,0451;08/06/2012;0,349
11/06/2012;-1,266;11/06/2012;-1,1246;11/06/2012;-0,5079;11/06/2012;-1,0327;12/07/2012;-1,4563;11/06/2012;-1,6069;11/06/2012;-1,9928;11/06/2012;0;11/06/2012;0,2686;11/06/2012;0,4552;11/06/2012;-0,5214;11/06/2012;0,0902;11/06/2012;0,0446
12/06/2012;1,1452;12/06/2012;1,9059;12/06/2012;1,1912;12/06/2012;1,9089;13/07/2012;1,4984;12/06/2012;1,4824;12/06/2012;2,3383;12/06/2012;-0,0474;12/06/2012;-0,5358;12/06/2012;-0,9143;12/06/2012;0,7862;12/06/2012;-0,0811;12/06/2012;0,3833
13/06/2012;-0,6395;13/06/2012;-0,905;13/06/2012;-0,6166;13/06/2012;-0,999;16/07/2012;-0,4853;13/06/2012;-0,6437;13/06/2012;-1,1723;13/06/2012;-0,0118;13/06/2012;0,5294;13/06/2012;0,9869;13/06/2012;-0,26;13/06/2012;0,2615;13/06/2012;0,4085
14/06/2012;1,06;14/06/2012;0,7002;14/06/2012;0,846;14/06/2012;0,3784;17/07/2012;-0,2235;14/06/2012;0,9718;14/06/2012;1,3269;14/06/2012;0,0119;14/06/2012;-0,2679;14/06/2012;-0,1271;14/06/2012;0,4953;14/06/2012;-0,0719;14/06/2012;0,1592
15/06/2012;1,0177;15/06/2012;1,5719;15/06/2012;1,3982;15/06/2012;1,4074;18/07/2012;-0,2444;15/06/2012;1,1846;15/06/2012;3,8492;15/06/2012;0,0355;15/06/2012;0,4632;15/06/2012;0,5569;15/06/2012;0,3372;15/06/2012;0,234;15/06/2012;0,2384
18/06/2012;0,1938;18/06/2012;-0,9226;18/06/2012;0,2758;18/06/2012;1,0905;19/07/2012;1,6943;18/06/2012;0,6098;18/06/2012;-0,9935;18/06/2012;-0,0237;18/06/2012;-0,0277;18/06/2012;0,538;18/06/2012;-0,181;18/06/2012;-0,0269;18/06/2012;0,2378
19/06/2012;0,9673;19/06/2012;2,313;19/06/2012;0,495;19/06/2012;1,4709;20/07/2012;-1,8066;19/06/2012;2,8364;19/06/2012;1,1193;19/06/2012;-0,0118;19/06/2012;-0,3413;19/06/2012;-1,3063;19/06/2012;0,8806;19/06/2012;-0,1167;19/06/2012;0,3251
20/06/2012;-0,1621;20/06/2012;0,6849;20/06/2012;0,9305;20/06/2012;-0,2658;23/07/2012;-1,697;20/06/2012;-0,0665;20/06/2012;-2,2901;20/06/2012;-0,0355;20/06/2012;-0,2036;20/06/2012;0,4943;20/06/2012;0,3338;20/06/2012;-0,1529;20/06/2012;0,0701
21/06/2012;-2,2439;21/06/2012;-2,7594;21/06/2012;-1,4326;21/06/2012;-3,3758;24/07/2012;-1,1645;21/06/2012;-3,4491;21/06/2012;-4,6289;21/06/2012;0,0119;21/06/2012;0,2133;21/06/2012;0,5316;21/06/2012;-0,5757;21/06/2012;0,1351;21/06/2012;-0,3414
22/06/2012;0,7702;22/06/2012;1,1104;22/06/2012;0,6667;22/06/2012;0,9485;27/07/2012;3,8928;22/06/2012;-0,2233;22/06/2012;1,6179;22/06/2012;0,0119;22/06/2012;-0,435;22/06/2012;-1,3338;22/06/2012;0,4504;22/06/2012;-0,1439;22/06/2012;0,1669
25/06/2012;-1,6035;25/06/2012;-2,6541;25/06/2012;-1,5453;25/06/2012;-1,8537;30/07/2012;1,0277;25/06/2012;-2,0636;25/06/2012;-1,5316;25/06/2012;0;25/06/2012;0,5484;25/06/2012;1,4558;25/06/2012;-0,0512;25/06/2012;0,3152;25/06/2012;-0,2192
26/06/2012;0,5026;26/06/2012;0,6268;26/06/2012;1,1211;26/06/2012;1,2419;31/07/2012;0,9676;26/06/2012;0,6601;26/06/2012;2,2104;26/06/2012;-0,0237;26/06/2012;-0,2219;26/06/2012;-0,3942;26/06/2012;-0,1025;26/06/2012;-0,1077;26/06/2012;-0,0439
27/06/2012;0,9039;27/06/2012;0,8409;27/06/2012;0,7761;27/06/2012;1,2778;01/08/2012;0,0002;27/06/2012;0,6053;27/06/2012;0,6808;27/06/2012;0;27/06/2012;0,139;27/06/2012;0,1583;27/06/2012;0,5645;27/06/2012;0,0449;27/06/2012;0,3077
28/06/2012;-0,2876;28/06/2012;-0,1544;28/06/2012;1,4301;28/06/2012;-0,6561;02/08/2012;-1,9264;28/06/2012;-0,5264;28/06/2012;-1,3524;28/06/2012;0,0119;28/06/2012;0,3238;28/06/2012;0,245;28/06/2012;-0,051;28/06/2012;0,1168;28/06/2012;-0,149
29/06/2012;2,4964;29/06/2012;4,2376;29/06/2012;2,0607;29/06/2012;3,5052;03/08/2012;2,7333;29/06/2012;4,4607;29/06/2012;5,4839;29/06/2012;0;29/06/2012;-0,4611;29/06/2012;-1,3007;29/06/2012;0,7404;29/06/2012;-0,1346;29/06/2012;0,6934
02/07/2012;0,2976;02/07/2012;0,9199;02/07/2012;-0,3188;02/07/2012;0,589;06/08/2012;0,5321;02/07/2012;0,6996;02/07/2012;1,1468;02/07/2012;0,031;02/07/2012;0,4634;02/07/2012;1,0294;02/07/2012;0,1917;02/07/2012;0,1916;02/07/2012;0,6161
03/07/2012;0,6608;03/07/2012;0,7939;03/07/2012;1,2793;03/07/2012;0,9758;07/08/2012;0,5293;03/07/2012;1,6052;03/07/2012;3,3258;03/07/2012;-0,0237;03/07/2012;-0,2494;03/07/2012;-0,7685;03/07/2012;0,458;03/07/2012;-0,0719;03/07/2012;0,1479
05/07/2012;-0,4527;05/07/2012;-2,3921;05/07/2012;-1,2632;05/07/2012;-0,0725;08/08/2012;-0,0585;05/07/2012;-0,731;05/07/2012;-1,7557;05/07/2012;0,0379;05/07/2012;0,2685;05/07/2012;0,511;05/07/2012;-0,1013;05/07/2012;0,2608;05/07/2012;0,2258
06/07/2012;-0,9504;06/07/2012;-1,2851;06/07/2012;-0,4264;06/07/2012;-0,8946;09/08/2012;0,9366;06/07/2012;-1,3064;06/07/2012;-2,6061;06/07/2012;0,0332;06/07/2012;0,3509;06/07/2012;0,9294;06/07/2012;-0,0761;06/07/2012;0,0717;06/07/2012;0,1473
09/07/2012;-0,1255;09/07/2012;-0,0606;09/07/2012;-0,5353;09/07/2012;-0,5123;10/08/2012;-0,1713;09/07/2012;-0,2407;09/07/2012;-0,344;09/07/2012;0;09/07/2012;0,2761;09/07/2012;0,8815;09/07/2012;0,1015;09/07/2012;0,1972;09/07/2012;0
10/07/2012;-0,872;10/07/2012;-0,4241;10/07/2012;-1,0764;10/07/2012;-1,0299;13/08/2012;-0,8121;10/07/2012;-1,2786;10/07/2012;-1,074;10/07/2012;0;10/07/2012;0,0459;10/07/2012;0,2028;10/07/2012;-0,3549;10/07/2012;0,0447;10/07/2012;0,0346
11/07/2012;0,0149;11/07/2012;0,3651;11/07/2012;0,2176;11/07/2012;1,2141;14/08/2012;0,738;11/07/2012;0,3421;11/07/2012;1,0469;11/07/2012;0,0118;11/07/2012;-0,0917;11/07/2012;0,1246;11/07/2012;0,4579;11/07/2012;-0,0089;11/07/2012;0,4843
12/07/2012;-0,4845;12/07/2012;-1,0306;12/07/2012;-1,5201;12/07/2012;-1,4688;15/08/2012;-0,7752;12/07/2012;-0,6576;12/07/2012;-0,6907;12/07/2012;0,0237;12/07/2012;0,2295;12/07/2012;0,7076;12/07/2012;-0,3798;12/07/2012;0,1788;12/07/2012;0,3443
13/07/2012;1,6778;13/07/2012;1,5926;13/07/2012;0,9923;13/07/2012;1,5404;16/08/2012;0,332;13/07/2012;1,9858;13/07/2012;1,7388;13/07/2012;0,0237;13/07/2012;-0,0824;13/07/2012;-0,2625;13/07/2012;0,3813;13/07/2012;0,0357;13/07/2012;0,4804
16/07/2012;-0,2357;16/07/2012;0,0603;16/07/2012;-0,4367;16/07/2012;0,0245;17/08/2012;-0,3893;16/07/2012;0,1442;16/07/2012;0,5317;16/07/2012;0,0355;16/07/2012;0,22;16/07/2012;0,4645;16/07/2012;-0,2532;16/07/2012;0,0803;16/07/2012;0,4525
17/07/2012;0,6867;17/07/2012;0,4218;17/07/2012;-0,4386;17/07/2012;1,4432;20/08/2012;0,215;17/07/2012;0,9361;17/07/2012;1,6245;17/07/2012;-0,0118;17/07/2012;-0,2561;17/07/2012;-0,786;17/07/2012;0,4824;17/07/2012;-0,0357;17/07/2012;0,2719
18/07/2012;0,7407;18/07/2012;0,6901;18/07/2012;0,3304;18/07/2012;0,5787;21/08/2012;0,429;18/07/2012;0,1902;18/07/2012;-0,4461;18/07/2012;0,0237;18/07/2012;0,1009;18/07/2012;0,0544;18/07/2012;0,5053;18/07/2012;0,1962;18/07/2012;0
19/07/2012;0,2621;19/07/2012;0,9535;19/07/2012;0,7135;19/07/2012;1,2227;24/08/2012;-1,7087;19/07/2012;0,6883;19/07/2012;1,5683;19/07/2012;0,0237;19/07/2012;-0,1466;19/07/2012;-0,2562;19/07/2012;0,1634;19/07/2012;-0,0801;19/07/2012;-0,0339
20/07/2012;-0,9148;20/07/2012;-2,4203;20/07/2012;-2,3433;20/07/2012;-1,1606;27/08/2012;-0,2371;20/07/2012;-1,1551;20/07/2012;-1,7279;20/07/2012;0,0118;20/07/2012;0,3945;20/07/2012;1,2219;20/07/2012;-0,5898;20/07/2012;0,1425;20/07/2012;0,0254
23/07/2012;-1,0112;23/07/2012;-2,2989;23/07/2012;-1,3393;23/07/2012;-1,8931;28/08/2012;-0,6891;23/07/2012;-2,2895;23/07/2012;-4,4893;23/07/2012;0,0118;23/07/2012;0,1645;23/07/2012;0,5613;23/07/2012;0,101;23/07/2012;0,089;23/07/2012;-0,6272
24/07/2012;-0,8624;24/07/2012;-1,4551;24/07/2012;-0,9615;24/07/2012;-0,2198;29/08/2012;0,335;24/07/2012;-0,6102;24/07/2012;-0,803;24/07/2012;-0,0237;24/07/2012;0,1916;24/07/2012;0,7875;24/07/2012;-0,6305;24/07/2012;0,1244;24/07/2012;-0,3668
25/07/2012;0,0261;25/07/2012;0,6912;25/07/2012;0,0571;25/07/2012;0,7834;30/08/2012;-0,9738;25/07/2012;-0,4175;25/07/2012;1,2438;25/07/2012;0,0118;25/07/2012;0,0546;25/07/2012;0,2579;25/07/2012;-0,1777;25/07/2012;0,0355;25/07/2012;0,2226
26/07/2012;1,6497;26/07/2012;3,9002;26/07/2012;1,484;26/07/2012;1,7731;04/09/2012;0,4014;26/07/2012;2,5154;26/07/2012;2,2621;26/07/2012;0;26/07/2012;-0,3095;26/07/2012;-0,9156;26/07/2012;0,8136;26/07/2012;-0,0621;26/07/2012;0,4271
27/07/2012;1,8396;27/07/2012;2,5225;27/07/2012;1,7435;27/07/2012;2,1002;05/09/2012;-0,8195;27/07/2012;2,8626;27/07/2012;3,7757;27/07/2012;-0,071;27/07/2012;-0,7213;27/07/2012;-1,8862;27/07/2012;0,4288;27/07/2012;-0,3019;27/07/2012;0,3402
30/07/2012;0,0036;30/07/2012;0,0293;30/07/2012;-0,4975;30/07/2012;0,2338;12/09/2012;4,611;30/07/2012;-0,2105;30/07/2012;-1,0658;30/07/2012;0,0474;30/07/2012;0,3219;30/07/2012;0,7472;30/07/2012;0,0251;30/07/2012;0,1692;30/07/2012;0,356
31/07/2012;-0,6995;31/07/2012;-0,7321;31/07/2012;-0,1111;31/07/2012;-0,1399;14/09/2012;4,0687;31/07/2012;-1,5233;31/07/2012;-1,7459;31/07/2012;0,0237;31/07/2012;0,1742;31/07/2012;0,2009;31/07/2012;0,1255;31/07/2012;0,0978;31/07/2012;0,1351
01/08/2012;-0,0871;01/08/2012;0,1475;01/08/2012;-0,3337;01/08/2012;-0,1868;17/09/2012;-0,037;01/08/2012;-0,2856;01/08/2012;0,1134;01/08/2012;-0,0166;01/08/2012;-0,364;01/08/2012;-0,4992;01/08/2012;0,325;01/08/2012;-0,1154;01/08/2012;0,4022
02/08/2012;-0,6905;02/08/2012;-1,9146;02/08/2012;-0,4464;02/08/2012;-0,5147;18/09/2012;-0,9444;02/08/2012;-0,9069;02/08/2012;-1,5106;02/08/2012;0,0118;02/08/2012;0,2391;02/08/2012;0,5669;02/08/2012;-0,3771;02/08/2012;0,0178;02/08/2012;0,0675
03/08/2012;1,9826;03/08/2012;4,4144;03/08/2012;1,1211;03/08/2012;2,2578;19/09/2012;0,4767;03/08/2012;2,3362;03/08/2012;3,9494;03/08/2012;-0,0355;03/08/2012;-0,523;03/08/2012;-1,6138;03/08/2012;0,5047;03/08/2012;-0,2405;03/08/2012;0,2865
06/08/2012;0,1945;06/08/2012;0,604;06/08/2012;0,9978;06/08/2012;-0,138;20/09/2012;-1,7397;06/08/2012;0,7296;06/08/2012;1,5492;06/08/2012;0,0118;06/08/2012;0,0646;06/08/2012;0,0392;06/08/2012;-0,0753;06/08/2012;0,1518;06/08/2012;0,3193
07/08/2012;0,5014;07/08/2012;0,8576;07/08/2012;1,2075;07/08/2012;0,6218;21/09/2012;1,5338;07/08/2012;-0,0701;07/08/2012;1,1624;07/08/2012;-0,0473;07/08/2012;-0,5254;07/08/2012;-1,2866;07/08/2012;-0,1809;07/08/2012;-0,2675;07/08/2012;-0,0419
08/08/2012;0,1212;08/08/2012;0,0283;08/08/2012;-0,2169;08/08/2012;0,2747;24/09/2012;-0,5035;08/08/2012;1,0288;08/08/2012;-0,0718;08/08/2012;-0,0355;08/08/2012;-0,139;08/08/2012;-0,5325;08/08/2012;0,1057;08/08/2012;-0,1252;08/08/2012;-0,2514
09/08/2012;0,0854;09/08/2012;-0,1133;09/08/2012;0,2174;09/08/2012;0,1826;25/09/2012;0,3561;09/08/2012;-0,0463;09/08/2012;0,1797;09/08/2012;0;09/08/2012;-0,0742;09/08/2012;-0,0719;09/08/2012;0,0754;09/08/2012;-0,0269;09/08/2012;-0,4789
10/08/2012;0,1636;10/08/2012;0,0567;10/08/2012;0,1085;10/08/2012;-0,4101;26/09/2012;-2,0732;10/08/2012;0,6946;10/08/2012;0,1076;10/08/2012;0,0237;10/08/2012;0,2879;10/08/2012;0,5037;10/08/2012;-0,1256;10/08/2012;0,1612;10/08/2012;-0,1097
13/08/2012;-0,0497;13/08/2012;-0,2552;13/08/2012;-0,2167;13/08/2012;-0,5491;27/09/2012;2,4414;13/08/2012;-1,1267;13/08/2012;-0,5733;13/08/2012;0,0118;13/08/2012;-0,0648;13/08/2012;-0,1671;13/08/2012;0,0755;13/08/2012;-0,0089;13/08/2012;0,0423
